TX_TIME,TX_DAY,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_FRAUD,X_TERMINAL,Y_TERMINAL,TX_DATETIME
35802,0,0,87,140.18,False,-4.38,-2.14,2018-04-01 09:56:42
72851,0,0,87,115.78,False,-4.38,-2.14,2018-04-01 20:14:11
29890,4,0,87,41.95,False,-4.38,-2.14,2018-04-05 08:18:10
24441,4,0,87,125.42,False,-4.38,-2.14,2018-04-05 06:47:21
36176,4,0,87,187.69,False,-4.38,-2.14,2018-04-05 10:02:56
66863,5,0,87,89.57,False,-4.38,-2.14,2018-04-06 18:34:23
65400,8,0,87,36.51,False,-4.38,-2.14,2018-04-09 18:10:00
45858,9,0,87,129.59,False,-4.38,-2.14,2018-04-10 12:44:18
82481,10,0,87,131.85,False,-4.38,-2.14,2018-04-11 22:54:41
67328,12,0,87,86.32,False,-4.38,-2.14,2018-04-13 18:42:08
69894,13,0,87,205.4,False,-4.38,-2.14,2018-04-14 19:24:54
10294,14,0,87,143.45,False,-4.38,-2.14,2018-04-15 02:51:34
43395,14,0,87,95.41,False,-4.38,-2.14,2018-04-15 12:03:15
64060,14,0,87,90.44,False,-4.38,-2.14,2018-04-15 17:47:40
49413,15,0,87,53.43,False,-4.38,-2.14,2018-04-16 13:43:33
47772,16,0,87,82.39,False,-4.38,-2.14,2018-04-17 13:16:12
59005,18,0,87,62.37,False,-4.38,-2.14,2018-04-19 16:23:25
29111,19,0,87,139.06,False,-4.38,-2.14,2018-04-20 08:05:11
52988,20,0,87,268.04,False,-4.38,-2.14,2018-04-21 14:43:08
42584,20,0,87,116.88,False,-4.38,-2.14,2018-04-21 11:49:44
34330,20,0,87,151.18,False,-4.38,-2.14,2018-04-21 09:32:10
85490,20,0,87,109.3,False,-4.38,-2.14,2018-04-21 23:44:50
22477,20,0,87,94.19,False,-4.38,-2.14,2018-04-21 06:14:37
46297,23,0,87,119.93,False,-4.38,-2.14,2018-04-24 12:51:37
62641,24,0,87,0.0,False,-4.38,-2.14,2018-04-25 17:24:01
51732,26,0,87,185.07,False,-4.38,-2.14,2018-04-27 14:22:12
66945,27,0,87,55.37,False,-4.38,-2.14,2018-04-28 18:35:45
35561,28,0,87,153.12,False,-4.38,-2.14,2018-04-29 09:52:41
58887,28,0,87,42.53,False,-4.38,-2.14,2018-04-29 16:21:27
15615,28,0,87,150.75,False,-4.38,-2.14,2018-04-29 04:20:15
31351,29,0,87,99.8,False,-4.38,-2.14,2018-04-30 08:42:31
40706,30,0,87,174.53,False,-4.38,-2.14,2018-05-01 11:18:26
42969,33,0,87,152.48,False,-4.38,-2.14,2018-05-04 11:56:09
41701,33,0,87,111.63,False,-4.38,-2.14,2018-05-04 11:35:01
41315,33,0,87,115.27,False,-4.38,-2.14,2018-05-04 11:28:35
69176,34,0,87,140.49,False,-4.38,-2.14,2018-05-05 19:12:56
43165,34,0,87,51.43,False,-4.38,-2.14,2018-05-05 11:59:25
70258,35,0,87,40.64,False,-4.38,-2.14,2018-05-06 19:30:58
57603,39,0,87,118.69,False,-4.38,-2.14,2018-05-10 16:00:03
50927,40,0,87,53.09,False,-4.38,-2.14,2018-05-11 14:08:47
35344,41,0,87,79.89,False,-4.38,-2.14,2018-05-12 09:49:04
58357,44,0,87,81.63,False,-4.38,-2.14,2018-05-15 16:12:37
72437,44,0,87,146.81,False,-4.38,-2.14,2018-05-15 20:07:17
21022,44,0,87,57.81,False,-4.38,-2.14,2018-05-15 05:50:22
31415,44,0,87,98.02,False,-4.38,-2.14,2018-05-15 08:43:35
21068,45,0,87,87.5,False,-4.38,-2.14,2018-05-16 05:51:08
52761,45,0,87,59.8,False,-4.38,-2.14,2018-05-16 14:39:21
23970,45,0,87,95.71,False,-4.38,-2.14,2018-05-16 06:39:30
45077,45,0,87,215.48,False,-4.38,-2.14,2018-05-16 12:31:17
1778,47,0,87,159.94,False,-4.38,-2.14,2018-05-18 00:29:38
52722,47,0,87,90.02,False,-4.38,-2.14,2018-05-18 14:38:42
34974,48,0,87,115.68,False,-4.38,-2.14,2018-05-19 09:42:54
35615,51,0,87,139.6,False,-4.38,-2.14,2018-05-22 09:53:35
0,52,0,87,124.71,False,-4.38,-2.14,2018-05-23 00:00:00
24232,53,0,87,28.98,False,-4.38,-2.14,2018-05-24 06:43:52
58495,57,0,87,97.92,False,-4.38,-2.14,2018-05-28 16:14:55
31372,59,0,87,133.43,False,-4.38,-2.14,2018-05-30 08:42:52
53420,60,0,87,51.72,False,-4.38,-2.14,2018-05-31 14:50:20
53821,60,0,87,104.37,False,-4.38,-2.14,2018-05-31 14:57:01
71733,61,0,87,136.42,False,-4.38,-2.14,2018-06-01 19:55:33
38504,62,0,87,50.48,False,-4.38,-2.14,2018-06-02 10:41:44
40853,63,0,87,79.44,False,-4.38,-2.14,2018-06-03 11:20:53
59462,67,0,87,123.29,False,-4.38,-2.14,2018-06-07 16:31:02
86400,67,0,87,89.97,False,-4.38,-2.14,2018-06-08 00:00:00
15018,69,0,87,101.3,False,-4.38,-2.14,2018-06-09 04:10:18
39872,70,0,87,108.69,False,-4.38,-2.14,2018-06-10 11:04:32
43182,70,0,87,148.86,False,-4.38,-2.14,2018-06-10 11:59:42
31501,72,0,87,26.12,False,-4.38,-2.14,2018-06-12 08:45:01
22109,72,0,87,75.24,False,-4.38,-2.14,2018-06-12 06:08:29
44202,73,0,87,53.27,False,-4.38,-2.14,2018-06-13 12:16:42
57128,73,0,87,50.26,False,-4.38,-2.14,2018-06-13 15:52:08
58882,75,0,87,197.82,False,-4.38,-2.14,2018-06-15 16:21:22
19369,75,0,87,36.37,False,-4.38,-2.14,2018-06-15 05:22:49
59365,75,0,87,113.89,False,-4.38,-2.14,2018-06-15 16:29:25
24336,76,0,87,45.13,False,-4.38,-2.14,2018-06-16 06:45:36
56277,76,0,87,92.46,False,-4.38,-2.14,2018-06-16 15:37:57
15148,76,0,87,112.71,False,-4.38,-2.14,2018-06-16 04:12:28
53585,76,0,87,87.5,False,-4.38,-2.14,2018-06-16 14:53:05
50477,78,0,87,100.08,False,-4.38,-2.14,2018-06-18 14:01:17
61538,78,0,87,95.73,False,-4.38,-2.14,2018-06-18 17:05:38
25834,79,0,87,27.39,False,-4.38,-2.14,2018-06-19 07:10:34
4823,80,0,87,87.01,False,-4.38,-2.14,2018-06-20 01:20:23
23339,80,0,87,120.09,False,-4.38,-2.14,2018-06-20 06:28:59
58853,81,0,87,166.36,False,-4.38,-2.14,2018-06-21 16:20:53
50268,82,0,87,121.89,False,-4.38,-2.14,2018-06-22 13:57:48
58901,82,0,87,71.8,False,-4.38,-2.14,2018-06-22 16:21:41
47658,82,0,87,88.18,False,-4.38,-2.14,2018-06-22 13:14:18
60594,84,0,87,114.67,False,-4.38,-2.14,2018-06-24 16:49:54
33530,85,0,87,25.19,False,-4.38,-2.14,2018-06-25 09:18:50
59223,85,0,87,61.27,False,-4.38,-2.14,2018-06-25 16:27:03
23008,85,0,87,10.86,False,-4.38,-2.14,2018-06-25 06:23:28
0,86,0,87,128.42,False,-4.38,-2.14,2018-06-26 00:00:00
33838,88,0,87,125.17,False,-4.38,-2.14,2018-06-28 09:23:58
47095,89,0,87,130.48,False,-4.38,-2.14,2018-06-29 13:04:55
55663,90,0,87,87.3,False,-4.38,-2.14,2018-06-30 15:27:43
64788,90,0,87,114.88,False,-4.38,-2.14,2018-06-30 17:59:48
53042,91,0,87,118.27,False,-4.38,-2.14,2018-07-01 14:44:02
52798,91,0,87,0.0,False,-4.38,-2.14,2018-07-01 14:39:58
77405,91,0,87,138.99,False,-4.38,-2.14,2018-07-01 21:30:05
28364,91,0,87,184.22,False,-4.38,-2.14,2018-07-01 07:52:44
24734,92,0,87,104.2,False,-4.38,-2.14,2018-07-02 06:52:14
41655,94,0,87,86.67,False,-4.38,-2.14,2018-07-04 11:34:15
46613,94,0,87,96.45,False,-4.38,-2.14,2018-07-04 12:56:53
20239,94,0,87,218.4,False,-4.38,-2.14,2018-07-04 05:37:19
59817,95,0,87,162.71,False,-4.38,-2.14,2018-07-05 16:36:57
40952,95,0,87,176.36,False,-4.38,-2.14,2018-07-05 11:22:32
0,96,0,87,104.72,False,-4.38,-2.14,2018-07-06 00:00:00
56094,96,0,87,23.82,False,-4.38,-2.14,2018-07-06 15:34:54
51355,96,0,87,30.13,False,-4.38,-2.14,2018-07-06 14:15:55
39233,98,0,87,163.28,False,-4.38,-2.14,2018-07-08 10:53:53
34275,98,0,87,13.07,False,-4.38,-2.14,2018-07-08 09:31:15
13748,98,0,87,141.38,False,-4.38,-2.14,2018-07-08 03:49:08
46471,98,0,87,117.18,False,-4.38,-2.14,2018-07-08 12:54:31
21854,99,0,87,182.35,False,-4.38,-2.14,2018-07-09 06:04:14
22920,99,0,87,82.51,False,-4.38,-2.14,2018-07-09 06:22:00
28304,99,0,87,112.49,False,-4.38,-2.14,2018-07-09 07:51:44
55005,101,0,87,128.61,False,-4.38,-2.14,2018-07-11 15:16:45
74641,103,0,87,85.65,False,-4.38,-2.14,2018-07-13 20:44:01
78455,104,0,87,89.31,False,-4.38,-2.14,2018-07-14 21:47:35
83813,105,0,87,146.96,False,-4.38,-2.14,2018-07-15 23:16:53
63737,106,0,87,26.39,False,-4.38,-2.14,2018-07-16 17:42:17
32120,106,0,87,47.69,False,-4.38,-2.14,2018-07-16 08:55:20
25525,109,0,87,127.45,False,-4.38,-2.14,2018-07-19 07:05:25
50477,110,0,87,93.47,False,-4.38,-2.14,2018-07-20 14:01:17
54469,110,0,87,93.74,False,-4.38,-2.14,2018-07-20 15:07:49
52444,110,0,87,0.0,False,-4.38,-2.14,2018-07-20 14:34:04
42884,112,0,87,121.68,False,-4.38,-2.14,2018-07-22 11:54:44
36789,113,0,87,114.39,False,-4.38,-2.14,2018-07-23 10:13:09
58795,113,0,87,159.36,False,-4.38,-2.14,2018-07-23 16:19:55
39480,113,0,87,68.97,False,-4.38,-2.14,2018-07-23 10:58:00
51996,116,0,87,148.13,False,-4.38,-2.14,2018-07-26 14:26:36
72651,116,0,87,83.36,False,-4.38,-2.14,2018-07-26 20:10:51
16345,117,0,87,117.48,False,-4.38,-2.14,2018-07-27 04:32:25
34071,117,0,87,83.37,False,-4.38,-2.14,2018-07-27 09:27:51
27572,117,0,87,67.56,False,-4.38,-2.14,2018-07-27 07:39:32
34039,119,0,87,129.2,False,-4.38,-2.14,2018-07-29 09:27:19
38702,123,0,87,116.03,False,-4.38,-2.14,2018-08-02 10:45:02
54513,123,0,87,91.88,False,-4.38,-2.14,2018-08-02 15:08:33
19212,124,0,87,135.75,False,-4.38,-2.14,2018-08-03 05:20:12
39016,125,0,87,73.41,False,-4.38,-2.14,2018-08-04 10:50:16
41331,126,0,87,172.61,False,-4.38,-2.14,2018-08-05 11:28:51
51414,127,0,87,71.16,False,-4.38,-2.14,2018-08-06 14:16:54
64915,128,0,87,67.14,False,-4.38,-2.14,2018-08-07 18:01:55
53746,129,0,87,85.56,False,-4.38,-2.14,2018-08-08 14:55:46
44727,130,0,87,19.29,False,-4.38,-2.14,2018-08-09 12:25:27
44949,130,0,87,121.51,False,-4.38,-2.14,2018-08-09 12:29:09
20939,131,0,87,61.65,False,-4.38,-2.14,2018-08-10 05:48:59
43116,132,0,87,9.9,False,-4.38,-2.14,2018-08-11 11:58:36
33929,132,0,87,68.4,False,-4.38,-2.14,2018-08-11 09:25:29
31242,137,0,87,157.14,False,-4.38,-2.14,2018-08-16 08:40:42
65273,138,0,87,101.7,False,-4.38,-2.14,2018-08-17 18:07:53
39270,141,0,87,47.2,False,-4.38,-2.14,2018-08-20 10:54:30
57201,141,0,87,115.55,False,-4.38,-2.14,2018-08-20 15:53:21
12808,141,0,87,152.56,False,-4.38,-2.14,2018-08-20 03:33:28
49674,144,0,87,57.26,False,-4.38,-2.14,2018-08-23 13:47:54
66692,144,0,87,102.56,False,-4.38,-2.14,2018-08-23 18:31:32
69123,144,0,87,151.3,False,-4.38,-2.14,2018-08-23 19:12:03
43707,145,0,87,11.41,False,-4.38,-2.14,2018-08-24 12:08:27
29495,146,0,87,107.23,False,-4.38,-2.14,2018-08-25 08:11:35
53194,146,0,87,86.73,False,-4.38,-2.14,2018-08-25 14:46:34
22831,148,0,87,206.65,False,-4.38,-2.14,2018-08-27 06:20:31
54689,148,0,87,85.76,False,-4.38,-2.14,2018-08-27 15:11:29
16503,148,0,87,107.77,False,-4.38,-2.14,2018-08-27 04:35:03
16143,149,0,87,141.76,False,-4.38,-2.14,2018-08-28 04:29:03
52333,1,1,99,13.82,False,-1.02,-4.52,2018-04-02 14:32:13
63977,1,1,99,37.9,False,-1.02,-4.52,2018-04-02 17:46:17
63026,1,1,99,38.91,False,-1.02,-4.52,2018-04-02 17:30:26
56716,1,1,99,30.08,False,-1.02,-4.52,2018-04-02 15:45:16
86400,2,1,99,50.55,False,-1.02,-4.52,2018-04-04 00:00:00
51925,3,1,99,63.51,False,-1.02,-4.52,2018-04-04 14:25:25
33839,3,1,99,0.0,False,-1.02,-4.52,2018-04-04 09:23:59
71845,3,1,99,64.47,False,-1.02,-4.52,2018-04-04 19:57:25
57827,5,1,99,57.4,False,-1.02,-4.52,2018-04-06 16:03:47
46297,5,1,99,40.7,False,-1.02,-4.52,2018-04-06 12:51:37
29411,5,1,99,57.77,False,-1.02,-4.52,2018-04-06 08:10:11
53312,6,1,99,35.53,False,-1.02,-4.52,2018-04-07 14:48:32
4489,6,1,99,46.58,False,-1.02,-4.52,2018-04-07 01:14:49
42543,8,1,99,67.67,False,-1.02,-4.52,2018-04-09 11:49:03
59956,9,1,99,18.47,False,-1.02,-4.52,2018-04-10 16:39:16
34733,10,1,99,49.04,False,-1.02,-4.52,2018-04-11 09:38:53
31182,10,1,99,39.64,False,-1.02,-4.52,2018-04-11 08:39:42
35107,10,1,99,24.19,False,-1.02,-4.52,2018-04-11 09:45:07
35194,10,1,99,39.71,False,-1.02,-4.52,2018-04-11 09:46:34
18451,11,1,99,35.73,False,-1.02,-4.52,2018-04-12 05:07:31
57011,11,1,99,5.83,False,-1.02,-4.52,2018-04-12 15:50:11
67293,12,1,99,20.32,False,-1.02,-4.52,2018-04-13 18:41:33
52269,12,1,99,31.59,False,-1.02,-4.52,2018-04-13 14:31:09
46095,12,1,99,60.88,False,-1.02,-4.52,2018-04-13 12:48:15
73263,14,1,99,83.99,False,-1.02,-4.52,2018-04-15 20:21:03
19149,15,1,99,46.78,False,-1.02,-4.52,2018-04-16 05:19:09
21709,16,1,99,37.6,False,-1.02,-4.52,2018-04-17 06:01:49
134,16,1,99,30.3,False,-1.02,-4.52,2018-04-17 00:02:14
31370,16,1,99,20.51,False,-1.02,-4.52,2018-04-17 08:42:50
45398,17,1,99,40.15,False,-1.02,-4.52,2018-04-18 12:36:38
62965,17,1,99,46.7,False,-1.02,-4.52,2018-04-18 17:29:25
43911,19,1,99,28.6,False,-1.02,-4.52,2018-04-20 12:11:51
44722,19,1,99,39.78,False,-1.02,-4.52,2018-04-20 12:25:22
81420,19,1,99,55.62,False,-1.02,-4.52,2018-04-20 22:37:00
54184,20,1,99,31.66,False,-1.02,-4.52,2018-04-21 15:03:04
76953,20,1,99,5.03,False,-1.02,-4.52,2018-04-21 21:22:33
33912,20,1,99,68.84,False,-1.02,-4.52,2018-04-21 09:25:12
58915,20,1,99,46.53,False,-1.02,-4.52,2018-04-21 16:21:55
42254,21,1,99,56.76,False,-1.02,-4.52,2018-04-22 11:44:14
39864,21,1,99,18.47,False,-1.02,-4.52,2018-04-22 11:04:24
67198,22,1,99,34.78,False,-1.02,-4.52,2018-04-23 18:39:58
53500,22,1,99,41.79,False,-1.02,-4.52,2018-04-23 14:51:40
32411,22,1,99,34.87,False,-1.02,-4.52,2018-04-23 09:00:11
35867,22,1,99,21.93,False,-1.02,-4.52,2018-04-23 09:57:47
86400,23,1,99,79.71,False,-1.02,-4.52,2018-04-25 00:00:00
43037,23,1,99,74.53,False,-1.02,-4.52,2018-04-24 11:57:17
44209,24,1,99,51.21,False,-1.02,-4.52,2018-04-25 12:16:49
29382,24,1,99,34.9,False,-1.02,-4.52,2018-04-25 08:09:42
14642,24,1,99,59.93,False,-1.02,-4.52,2018-04-25 04:04:02
80606,24,1,99,46.93,False,-1.02,-4.52,2018-04-25 22:23:26
0,24,1,99,69.33,False,-1.02,-4.52,2018-04-25 00:00:00
43774,25,1,99,51.98,False,-1.02,-4.52,2018-04-26 12:09:34
45541,25,1,99,13.3,False,-1.02,-4.52,2018-04-26 12:39:01
40476,25,1,99,26.55,False,-1.02,-4.52,2018-04-26 11:14:36
58744,25,1,99,60.12,False,-1.02,-4.52,2018-04-26 16:19:04
19011,26,1,99,62.79,False,-1.02,-4.52,2018-04-27 05:16:51
40474,26,1,99,46.61,False,-1.02,-4.52,2018-04-27 11:14:34
46398,26,1,99,60.89,False,-1.02,-4.52,2018-04-27 12:53:18
46735,27,1,99,12.14,False,-1.02,-4.52,2018-04-28 12:58:55
56208,27,1,99,0.0,False,-1.02,-4.52,2018-04-28 15:36:48
52241,27,1,99,61.22,False,-1.02,-4.52,2018-04-28 14:30:41
30557,28,1,99,10.48,False,-1.02,-4.52,2018-04-29 08:29:17
50389,28,1,99,37.89,False,-1.02,-4.52,2018-04-29 13:59:49
39224,28,1,99,45.91,False,-1.02,-4.52,2018-04-29 10:53:44
37137,28,1,99,26.8,False,-1.02,-4.52,2018-04-29 10:18:57
45036,28,1,99,49.3,False,-1.02,-4.52,2018-04-29 12:30:36
54489,30,1,99,45.12,False,-1.02,-4.52,2018-05-01 15:08:09
53132,30,1,99,45.04,False,-1.02,-4.52,2018-05-01 14:45:32
28987,30,1,99,22.46,False,-1.02,-4.52,2018-05-01 08:03:07
38924,30,1,99,0.0,False,-1.02,-4.52,2018-05-01 10:48:44
75989,30,1,99,40.26,False,-1.02,-4.52,2018-05-01 21:06:29
39375,30,1,99,26.03,False,-1.02,-4.52,2018-05-01 10:56:15
8100,30,1,99,57.62,False,-1.02,-4.52,2018-05-01 02:15:00
54406,30,1,99,52.36,False,-1.02,-4.52,2018-05-01 15:06:46
56407,31,1,99,81.81,False,-1.02,-4.52,2018-05-02 15:40:07
77069,31,1,99,43.78,False,-1.02,-4.52,2018-05-02 21:24:29
39946,32,1,99,43.66,False,-1.02,-4.52,2018-05-03 11:05:46
50626,32,1,99,44.22,False,-1.02,-4.52,2018-05-03 14:03:46
63509,32,1,99,56.44,False,-1.02,-4.52,2018-05-03 17:38:29
54504,33,1,99,46.76,False,-1.02,-4.52,2018-05-04 15:08:24
15609,33,1,99,44.64,False,-1.02,-4.52,2018-05-04 04:20:09
24002,33,1,99,64.63,False,-1.02,-4.52,2018-05-04 06:40:02
21922,33,1,99,54.07,False,-1.02,-4.52,2018-05-04 06:05:22
41123,34,1,99,25.1,False,-1.02,-4.52,2018-05-05 11:25:23
9518,34,1,99,82.4,False,-1.02,-4.52,2018-05-05 02:38:38
62203,35,1,99,9.42,False,-1.02,-4.52,2018-05-06 17:16:43
27324,35,1,99,38.04,False,-1.02,-4.52,2018-05-06 07:35:24
59170,35,1,99,10.05,False,-1.02,-4.52,2018-05-06 16:26:10
38986,37,1,99,20.84,False,-1.02,-4.52,2018-05-08 10:49:46
70554,37,1,99,54.31,False,-1.02,-4.52,2018-05-08 19:35:54
72010,38,1,99,30.44,False,-1.02,-4.52,2018-05-09 20:00:10
51070,38,1,99,62.59,False,-1.02,-4.52,2018-05-09 14:11:10
42508,38,1,99,12.41,False,-1.02,-4.52,2018-05-09 11:48:28
44121,38,1,99,29.35,False,-1.02,-4.52,2018-05-09 12:15:21
64752,39,1,99,35.17,False,-1.02,-4.52,2018-05-10 17:59:12
45971,39,1,99,43.29,False,-1.02,-4.52,2018-05-10 12:46:11
53791,39,1,99,70.43,False,-1.02,-4.52,2018-05-10 14:56:31
14273,39,1,99,13.86,False,-1.02,-4.52,2018-05-10 03:57:53
59731,40,1,99,40.23,False,-1.02,-4.52,2018-05-11 16:35:31
22113,40,1,99,32.61,False,-1.02,-4.52,2018-05-11 06:08:33
42111,40,1,99,26.38,False,-1.02,-4.52,2018-05-11 11:41:51
36272,41,1,99,18.52,False,-1.02,-4.52,2018-05-12 10:04:32
